Nombre / Inventario,Fecha,Pais,Tipo de Objeto,Estructura Imagen (JSON/Link)
"MRZ Inv.Nr. 2025.605, Schale",Ano 1001,México,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/26/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.605-Schale.jpg""}"
"MRZ Inv.Nr. 2025.600, Tierkopf",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/06/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.600-Tierkopf.jpg""}"
"MRZ Inv.Nr. 2025.601, Kopf",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/c7/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.601-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.606, Gefäss in Menschenform",Desconocida,México,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/c9/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.606-Gef%C3%A4ss-in-Menschenform.jpg""}"
"MRZ Inv.Nr. 2025.607, Dreibeiniges Gefäss",Ano 1001,Desconocido,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/48/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.607-Dreibeiniges-Gef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.613, Figur",Desconocida,Desconocido,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/d0/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.613-Figur.jpg""}"
"MRZ Inv.Nr. 2025.602, Dreibeinschale",Ano 1001,México,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/75/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.602-Dreibeinschale.jpg""}"
"MRZ Inv.Nr. 2025.614, Figur",Desconocida,Desconocido,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/98/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.614-Figur.jpg""}"
"MRZ Inv.Nr. 2025.608, Gefäss in Tierform",Desconocida,México,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/44/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.608-Gef%C3%A4ss-in-Tierform.jpg""}"
"MRZ Inv.Nr. 2025.616, Figur",Desconocida,Desconocido,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/a/af/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.616-Figur.jpg""}"
"MRZ Inv.Nr. 2025.610, Kopf",Ano 1,Teotihuacan,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/61/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.610-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.609, Anhänger (?)",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e5/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.609-Anh%C3%A4nger-%28%3F%29.jpg""}"
"MRZ Inv.Nr. 2025.615, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/dc/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.615-Figur.jpg""}"
"MRZ Inv.Nr. 2025.611, Pfeife (Ocarina)",Desconocida,Perú,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/b9/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.611-Pfeife-%28Ocarina%29.jpg""}"
"MRZ Inv.Nr. 2025.618, Figur",Desconocida,Desconocido,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/21/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.618-Figur.jpg""}"
"MRZ Inv.Nr. 2025.612, Figur",Desconocida,Ecuador,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/7c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.612-Figur.jpg""}"
"MRZ Inv.Nr. 2025.617, Figur",Desconocida,Ecuador,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/c4/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.617-Figur.jpg""}"
"MRZ Inv.Nr. 2025.623, Rollstempel",Desconocida,Q96,Q1183543,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/59/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.623-Rollstempel.jpg""}"
Inv. 2025.624 Rollstempel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/f/f4/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.624-Rollstempel.jpg""}"
Inv. 2025.619 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/bb/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.619-Figur.jpg""}"
Inv. 2025.625 Siegel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.625-Siegel.jpg""}"
Inv. 2025.620 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.620-Figur.jpg""}"
Inv. 2025.626 Siegel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.626-Siegel.jpg""}"
Inv. 2025.627 Siegel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.627-Siegel.jpg""}"
Inv. 2025.621 Rollstempel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.621-Rollstempel.jpg""}"
Inv. 2025.622 Rollstempel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.622-Rollstempel.jpg""}"
Inv. 2025.628 Siegel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.628-Siegel.jpg""}"
"MRZ Inv.Nr. 2025.633, Stempel",Desconocida,México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/63/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.633-Stempel.jpg""}"
Inv. 2025.629 Vogel Stempel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.629-Vogel-Stempel.jpg""}"
"MRZ Inv.Nr. 2025.634, Stempel",Desconocida,Estado de México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/0d/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.634-Stempel.jpg""}"
"MRZ Inv.Nr. 2025.630, Laufender Affe, Stempel",Ano 1001,México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/c8/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.630-Laufender-Affe-Stempel.jpg""}"
"MRZ Inv.Nr. 2025.635, Stempel",Desconocida,México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/ee/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.635-Stempel.jpg""}"
"MRZ Inv.Nr. 2025.636, Negativform Figur",Ano 1001,México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/5c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.636-Negativform-Figur.jpg""}"
"MRZ Inv.Nr. 2025.631, Tintenfisch (?), Stempel",Desconocida,México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/39/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.631-Tintenfisch-%28%3F%29-Stempel.jpg""}"
"MRZ Inv.Nr. 2025.632, Stempel",Desconocida,México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/b9/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.632-Stempel%2C.jpg""}"
"MRZ Inv.Nr. 2025.637, Negativform, Fledermaus",Ano 1001,México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/82/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.637-Negativform-Fledermaus.jpg""}"
"MRZ Inv.Nr. 2025.638, Negativform, Kopfschmuck",Ano 1001,México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/21/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.638-Negativform-Kopfschmuck.jpg""}"
"MRZ Inv.Nr. 2025.643, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/0c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.643-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.639, Negativform, Kopf",Ano 1001,México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/d2/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.639-Negativform-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.640, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/51/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.640-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.644, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/3f/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.644-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.645, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/00/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.645-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.641, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/84/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.641-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.646, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e4/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.646-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.647, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/67/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.647-Figur.jpg""}"
"MRZ Inv.Nr. 2025.642, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/83/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.642-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.648, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/33/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.648-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.653, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/5f/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.653-Figur.jpg""}"
"MRZ Inv.Nr. 2025.649, Kopf",Desconocida,Ecuador,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/65/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.649-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.654, Fussförmiges Gefäss",Desconocida,México,Q96952903,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/ec/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.654-Fussf%C3%B6rmiges-Gef%C3%A4ss.jpg""}"
Inv. 2025.650 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e1/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.650-Kopf.jpg""}"
Inv. 2025.655 Gefäss,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/05/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.655-Gef%C3%A4ss.jpg""}"
Inv. 2025.656 Gefäss,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/68/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.656-Gef%C3%A4ss.jpg""}"
Inv. 2025.651 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/f/f6/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.651-Kopf.jpg""}"
Inv. 2025.652 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.652-Kopf.jpg""}"
Inv. 2025.657 Gefäss in Kopfform,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.657-Gef%C3%A4ss-in-Kopfform.jpg""}"
Inv. 2025.658 Halskette,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.658-Halskette.jpg""}"
Inv. 2025.659 Goldmanschette,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.659-Goldmanschette.jpg""}"
Inv. 2025.660 Goldmanschette,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.660-Goldmanschette.jpg""}"
Inv. 2025.661 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.661-Kopf.jpg""}"
Inv. 2025.663 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.663-Kopf.jpg""}"
Inv. 2025.664 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.664-Figur.jpg""}"
Inv. 2025.665 Maske,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.665-Maske.jpg""}"
Inv. 2025.666 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.666-Kopf.jpg""}"
Inv. 2025.667 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.667-Kopf.jpg""}"
Inv. 2025.662 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.662-Kopf.jpg""}"
Inv. 2025.668 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.668-Kopf.jpg""}"
Inv. 2025.669 Weibliche Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.669-Weibliche-Figur.jpg""}"
Inv. 2025.670 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.670-Kopf.jpg""}"
Inv. 2025.671 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.671-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.681, Kopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.681-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.678, Tierkopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.678-Tierkopf.jpg""}"
"MRZ Inv.Nr. 2025.679, Tierkopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.679-Tierkopf.jpg""}"
"MRZ Inv.Nr. 2025.683, Kopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e7/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.683-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.680, Kopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.680-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.684, Kopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/30/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.684-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.673, Kopf",Desconocida,Desconocido,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.673-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.682, Kopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/2b/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.682-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.674, Kopf",Desconocida,Desconocido,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.674-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.685, Tierkopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/94/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.685-Tierkopf.jpg""}"
"MRZ Inv.Nr. 2025.675, Kopf",Desconocida,Desconocido,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.675-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.686, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/bb/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.686-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.672, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.672-Figur.jpg""}"
"MRZ Inv.Nr. 2025.687, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cc/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.687-Figur.jpg""}"
"MRZ Inv.Nr. 2025.676, Kopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.676-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.677, Tierkopf",Desconocida,Desconocido,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.677-Tierkopf.jpg""}"
"MRZ Inv.Nr. 2025.688, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/03/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.688-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.693, Tierfigur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e6/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.693-Tierfigur.jpg""}"
"MRZ Inv.Nr. 2025.689, Jaguar-Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/7c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.689-Jaguar-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.694, Tierfigur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/7e/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.694-Tierfigur.jpg""}"
"MRZ Inv.Nr. 2025.690, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/53/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.690-Figur.jpg""}"
"MRZ Inv.Nr. 2025.695, Tierfigur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e1/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.695-Tierfigur.jpg""}"
"MRZ Inv.Nr. 2025.691, Reptil-Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/25/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.691-Reptil-Figur.jpg""}"
"MRZ Inv.Nr. 2025.696, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/8a/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.696-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.697, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/f/f8/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.697-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.692, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/bb/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.692-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.698, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/d4/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.698-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.703, Figur",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/95/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.703-Figur.jpg""}"
"MRZ Inv.Nr. 2025.699, Sitzende Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/d2/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.699-Sitzende-Figur.jpg""}"
"MRZ Inv.Nr. 2025.704, Okarina",Desconocida,Ecuador,instrumento musical,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/a/a2/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.704-Okarina.jpg""}"
"MRZ Inv.Nr. 2025.700, Sitzende Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/5f/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.700-Sitzende-Figur.jpg""}"
"MRZ Inv.Nr. 2025.705, Tonreibe",Desconocida,Ecuador,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/ba/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.705-Tonreibe.jpg""}"
"MRZ Inv.Nr. 2025.701, Tierfigur",Desconocida,Ecuador,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/91/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.701-Tierfigur.jpg""}"
"MRZ Inv.Nr. 2025.706, Tonreibe",Desconocida,Ecuador,Q1183543,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/a/a1/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.706-Tonreibe.jpg""}"
"MRZ Inv.Nr. 2025.707, Tonreibe",Desconocida,Q736,Q1183543,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/dd/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.707-Tonreibe.jpg""}"
Inv. 2025.702 Sitzende Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/98/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.702-Sitzende-Figur.jpg""}"
Inv. 2025.713 Ring,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/17/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.713-Ring.jpg""}"
Inv. 2025.708 Figur Frosch,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.708-Figur-Frosch.jpg""}"
Inv. 2025.709 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.709-Figur.jpg""}"
Inv. 2025.714 Ring,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.714-Ring.jpg""}"
Inv. 2025.715 Ring,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.715-Ring.jpg""}"
Inv. 2025.710 Hand,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.710-Hand.jpg""}"
Inv. 2025.711 Ring,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.711-Ring.jpg""}"
Inv. 2025.716 Ring,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.716-Ring.jpg""}"
"MRZ Inv.Nr. 2025.717, Ring",Desconocida,Desconocido,joyería,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/47/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.717-Ring.jpg""}"
